sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Blizzard III,Blizzard IV,Despair,Fire III,Fire IV,Flare Star,High Thunder,Paradox,Thunder (dot),Xenoglossy
128863,151500,Thunder (dot),10778.0,0,171572,133161,473051,213928,3037040,830746,115495,559202,480250,851054
151863,152395,Auto,0.0,0,171572,133161,473051,213928,3037040,830746,115495,559202,480250,851054
151363,152523,Blizzard IV,44387.0,0,171572,177548,473051,213928,3037040,830746,115495,559202,480250,851054
152293,152963,Paradox,79886.0,0,171572,177548,473051,213928,3037040,830746,115495,639088,480250,851054
128863,154500,Thunder (dot),10778.0,0,171572,177548,473051,213928,3037040,830746,115495,639088,491028,851054
155143,155675,Auto,0.0,0,171572,177548,473051,213928,3037040,830746,115495,639088,491028,851054
154443,155733,Fire III,60051.0,0,171572,177548,473051,273979,3037040,830746,115495,639088,491028,851054
128863,157500,Thunder (dot),10778.0,0,171572,177548,473051,273979,3037040,830746,115495,639088,501806,851054
158423,158955,Auto,0.0,0,171572,177548,473051,273979,3037040,830746,115495,639088,501806,851054
157813,158973,Fire IV,79898.0,0,171572,177548,473051,273979,3116938,830746,115495,639088,501806,851054
160393,161153,High Thunder,22191.0,0,171572,177548,473051,273979,3116938,830746,137686,639088,501806,851054
162613,163145,Auto,0.0,0,171572,177548,473051,273979,3116938,830746,137686,639088,501806,851054
162113,163273,Fire IV,79898.0,0,171572,177548,473051,273979,3196836,830746,137686,639088,501806,851054
160393,163500,Thunder (dot),10027.0,0,171572,177548,473051,273979,3196836,830746,137686,639088,511833,851054
164263,165423,Fire IV,79898.0,0,171572,177548,473051,273979,3276734,830746,137686,639088,511833,851054
160393,166500,Thunder (dot),10027.0,0,171572,177548,473051,273979,3276734,830746,137686,639088,521860,851054
166913,167445,Auto,0.0,0,171572,177548,473051,273979,3276734,830746,137686,639088,521860,851054
166413,167573,Fire IV,79898.0,0,171572,177548,473051,273979,3356632,830746,137686,639088,521860,851054
160393,169500,Thunder (dot),10027.0,0,171572,177548,473051,273979,3356632,830746,137686,639088,531887,851054
168563,169723,Fire IV,79898.0,0,171572,177548,473051,273979,3436530,830746,137686,639088,531887,851054
171214,171746,Auto,0.0,0,171572,177548,473051,273979,3436530,830746,137686,639088,531887,851054
170714,171874,Fire IV,79898.0,0,171572,177548,473051,273979,3516428,830746,137686,639088,531887,851054
171644,172314,Paradox,79886.0,0,171572,177548,473051,273979,3516428,830746,137686,718974,531887,851054
160393,172500,Thunder (dot),10027.0,0,171572,177548,473051,273979,3516428,830746,137686,718974,541914,851054
173794,174414,Flare Star,133166.0,0,171572,177548,473051,273979,3516428,963912,137686,718974,541914,851054
174494,175026,Auto,0.0,0,171572,177548,473051,273979,3516428,963912,137686,718974,541914,851054
160393,175500,Thunder (dot),10027.0,0,171572,177548,473051,273979,3516428,963912,137686,718974,551941,851054
175944,176434,Despair,93213.0,0,171572,177548,566264,273979,3516428,963912,137686,718974,551941,851054
177774,178306,Auto,0.0,0,171572,177548,566264,273979,3516428,963912,137686,718974,551941,851054
160393,178500,Thunder (dot),10027.0,0,171572,177548,566264,273979,3516428,963912,137686,718974,561968,851054
178094,178934,Blizzard III,42893.0,0,214465,177548,566264,273979,3516428,963912,137686,718974,561968,851054
180244,181404,Blizzard IV,44387.0,0,214465,221935,566264,273979,3516428,963912,137686,718974,561968,851054
160393,181500,Thunder (dot),10027.0,0,214465,221935,566264,273979,3516428,963912,137686,718974,571995,851054
181054,181586,Auto,0.0,0,214465,221935,566264,273979,3516428,963912,137686,718974,571995,851054
182394,183064,Paradox,79886.0,0,214465,221935,566264,273979,3516428,963912,137686,798860,571995,851054
160393,184500,Thunder (dot),10027.0,0,214465,221935,566264,273979,3516428,963912,137686,798860,582022,851054
184334,184866,Auto,0.0,0,214465,221935,566264,273979,3516428,963912,137686,798860,582022,851054
184544,185834,Fire III,60051.0,0,214465,221935,566264,334030,3516428,963912,137686,798860,582022,851054
160393,187500,Thunder (dot),10027.0,0,214465,221935,566264,334030,3516428,963912,137686,798860,592049,851054
188414,188946,Auto,0.0,0,214465,221935,566264,334030,3516428,963912,137686,798860,592049,851054
187914,189074,Fire IV,79898.0,0,214465,221935,566264,334030,3596326,963912,137686,798860,592049,851054
160393,190500,Thunder (dot),10027.0,0,214465,221935,566264,334030,3596326,963912,137686,798860,602076,851054
190494,191254,High Thunder,22191.0,0,214465,221935,566264,334030,3596326,963912,159877,798860,602076,851054
192714,193246,Auto,0.0,0,214465,221935,566264,334030,3596326,963912,159877,798860,602076,851054
192214,193374,Fire IV,79898.0,0,214465,221935,566264,334030,3676224,963912,159877,798860,602076,851054
190494,193500,Thunder (dot),10027.0,0,214465,221935,566264,334030,3676224,963912,159877,798860,612103,851054
194364,195524,Fire IV,79898.0,0,214465,221935,566264,334030,3756122,963912,159877,798860,612103,851054
190494,196500,Thunder (dot),10027.0,0,214465,221935,566264,334030,3756122,963912,159877,798860,622130,851054
197014,197546,Auto,0.0,0,214465,221935,566264,334030,3756122,963912,159877,798860,622130,851054
196514,197674,Fire IV,79898.0,0,214465,221935,566264,334030,3836020,963912,159877,798860,622130,851054
190494,199500,Thunder (dot),10027.0,0,214465,221935,566264,334030,3836020,963912,159877,798860,632157,851054
198664,199824,Fire IV,79898.0,0,214465,221935,566264,334030,3915918,963912,159877,798860,632157,851054
201314,201846,Auto,0.0,0,214465,221935,566264,334030,3915918,963912,159877,798860,632157,851054
200814,201974,Fire IV,79898.0,0,214465,221935,566264,334030,3995816,963912,159877,798860,632157,851054
190494,202500,Thunder (dot),10027.0,0,214465,221935,566264,334030,3995816,963912,159877,798860,642184,851054
202964,203584,Flare Star,133166.0,0,214465,221935,566264,334030,3995816,1097078,159877,798860,642184,851054
203894,204564,Paradox,79886.0,0,214465,221935,566264,334030,3995816,1097078,159877,878746,642184,851054
204594,205126,Auto,0.0,0,214465,221935,566264,334030,3995816,1097078,159877,878746,642184,851054
190494,205500,Thunder (dot),10027.0,0,214465,221935,566264,334030,3995816,1097078,159877,878746,652211,851054
206044,206534,Despair,93213.0,0,214465,221935,659477,334030,3995816,1097078,159877,878746,652211,851054
207874,208406,Auto,0.0,0,214465,221935,659477,334030,3995816,1097078,159877,878746,652211,851054
190494,208500,Thunder (dot),10027.0,0,214465,221935,659477,334030,3995816,1097078,159877,878746,662238,851054
208194,209034,Blizzard III,42893.0,0,257358,221935,659477,334030,3995816,1097078,159877,878746,662238,851054
190494,211500,Thunder (dot),10027.0,0,257358,221935,659477,334030,3995816,1097078,159877,878746,672265,851054
212064,212596,Auto,0.0,0,257358,221935,659477,334030,3995816,1097078,159877,878746,672265,851054
211564,212724,Blizzard IV,44387.0,0,257358,266322,659477,334030,3995816,1097078,159877,878746,672265,851054
212494,213164,Paradox,79886.0,0,257358,266322,659477,334030,3995816,1097078,159877,958632,672265,851054
190494,214500,Thunder (dot),10027.0,0,257358,266322,659477,334030,3995816,1097078,159877,958632,682292,851054
215344,215876,Auto,0.0,0,257358,266322,659477,334030,3995816,1097078,159877,958632,682292,851054
214644,215934,Fire III,60051.0,0,257358,266322,659477,394081,3995816,1097078,159877,958632,682292,851054
190494,217500,Thunder (dot),10027.0,0,257358,266322,659477,394081,3995816,1097078,159877,958632,692319,851054
218624,219156,Auto,0.0,0,257358,266322,659477,394081,3995816,1097078,159877,958632,692319,851054
218014,219174,Fire IV,79898.0,0,257358,266322,659477,394081,4075714,1097078,159877,958632,692319,851054
190494,220500,Thunder (dot),10027.0,0,257358,266322,659477,394081,4075714,1097078,159877,958632,702346,851054
220594,221354,High Thunder,22191.0,0,257358,266322,659477,394081,4075714,1097078,182068,958632,702346,851054
222814,223346,Auto,0.0,0,257358,266322,659477,394081,4075714,1097078,182068,958632,702346,851054
222314,223474,Fire IV,79898.0,0,257358,266322,659477,394081,4155612,1097078,182068,958632,702346,851054
220594,223500,Thunder (dot),10027.0,0,257358,266322,659477,394081,4155612,1097078,182068,958632,712373,851054
224464,225624,Fire IV,79898.0,0,257358,266322,659477,394081,4235510,1097078,182068,958632,712373,851054
220594,226500,Thunder (dot),10027.0,0,257358,266322,659477,394081,4235510,1097078,182068,958632,722400,851054
227114,227646,Auto,0.0,0,257358,266322,659477,394081,4235510,1097078,182068,958632,722400,851054
226614,227774,Fire IV,79898.0,0,257358,266322,659477,394081,4315408,1097078,182068,958632,722400,851054
